Textbox4,Textbox7,Textbox8,Textbox10,Textbox11,Textbox14,Textbox13,Textbox20,Textbox21,Textbox23,Textbox24,Textbox26,Textbox27,Textbox30,Textbox29,Textbox34,Textbox36,Textbox39,Textbox37
"Monday, May 22, 2017",*All Records,0,*All Records,0,0,*All Records,*All Records,0,*All Records,0,*All Records,0,0,*All Records,*All Records,0,0,*All Records

Textbox594,Textbox124,Textbox600,shipto_cust_numb1,s_shipto_name,job_numb,order_qty11,line_numb,fg_item_numb,fg_item_desc,ship_line_numb1,DATE_WANTED,onhandquantity,order_qty1,unit_cost,shipto_numb,shipto_numb1,shipto_phone,unit_cost1,DATE_SHIP1,Textbox115,Textbox117,Textbox119,Textbox268,Textbox270,Textbox272
01023,FOREST RIVER - 0015447   ,Angie          Recchio        ,00036,FOREST RIVER - PLT 410   ,642338,      18,001,FOR01498    ,COLUMBUS BACK SPLASH          ,001,1/31/2017,0,18,$294.30,18,$294.30,0,$0.00,,"$79,608.70","$79,417.70","$4,471.00","$874,279.95","$771,364.11","$102,915.84"
01496,"H L ENTERPRISE, INC      ",Josh           Balyeat        ,00000,"H L ENTERPRISE, INC      ",642421,     300,001,HLE0029829  ,ELITE SERIES DESIGNATOR       ,001,1/30/2017,0,300,$531.00,300,$531.00,0,$0.00,,"$2,089.00","$2,089.00",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01496,"H L ENTERPRISE, INC      ",Josh           Balyeat        ,00000,"H L ENTERPRISE, INC      ",642422,      50,001,HLE0029551  ,FRONT DIGITAL D/C  #17        ,001,1/30/2017,0,50,"$1,112.00",50,"$1,112.00",0,$0.00,,"$2,089.00","$2,089.00",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01496,"H L ENTERPRISE, INC      ",Josh           Balyeat        ,00000,"H L ENTERPRISE, INC      ",642422,      50,002,HLE0029552  ,FRONT TOP OUTER D/C  #18      ,001,1/30/2017,0,50,$227.00,50,$227.00,0,$0.00,,"$2,089.00","$2,089.00",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01496,"H L ENTERPRISE, INC      ",Josh           Balyeat        ,00000,"H L ENTERPRISE, INC      ",642422,      50,003,HLE0029553  ,FRONT TOP INNER D/C  #19      ,001,1/30/2017,0,50,$219.00,50,$219.00,0,$0.00,,"$2,089.00","$2,089.00",$0.00,"$874,279.95","$771,364.11","$102,915.84"
00686,HEWES MARINE             ,               House Account  ,00000,HEWES MARINE             ,642480,     150,003,HEW003337   ,PRO V DESIGNATOR              ,001,2/10/2017,0,150,$283.50,150,$283.50,0,$0.00,,"$34,821.35","$34,821.35",$0.00,"$874,279.95","$771,364.11","$102,915.84"
00686,HEWES MARINE             ,               House Account  ,00000,HEWES MARINE             ,642480,     200,001,HEW0024884  ,HULL GRAPHIC                  ,001,2/10/2017,0,200,"$30,323.60",200,"$30,323.60",0,$0.00,,"$34,821.35","$34,821.35",$0.00,"$874,279.95","$771,364.11","$102,915.84"
00686,HEWES MARINE             ,               House Account  ,00000,HEWES MARINE             ,642480,     200,002,HEW003347   ,SPORTSMAN                     ,001,2/10/2017,0,200,$476.00,200,$476.00,0,$0.00,,"$34,821.35","$34,821.35",$0.00,"$874,279.95","$771,364.11","$102,915.84"
00686,HEWES MARINE             ,               House Account  ,00000,HEWES MARINE             ,642480,     200,004,MS400384    ,210  DESIGNATOR               ,001,2/10/2017,0,200,$310.00,200,$310.00,0,$0.00,,"$34,821.35","$34,821.35",$0.00,"$874,279.95","$771,364.11","$102,915.84"
00686,HEWES MARINE             ,               House Account  ,00000,HEWES MARINE             ,642487,     750,001,HEW008352   ,HEWES CRAFT W/WEBSITE  4 FT   ,001,1/30/2017,0,750,"$3,428.25",750,"$3,428.25",0,$0.00,,"$34,821.35","$34,821.35",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00000,HIGHWATER MARINE LLC     ,642017,      50,001,2190188     ,QX29 CHROME-CAL DESIGNATOR    ,001,12/20/2016,0,50,$264.00,50,$264.00,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00000,PLANT 14                 ,642425,      10,001,GM010108    ,HULL GRAPHIC                  ,001,2/7/2017,0,10,$866.69,10,$866.69,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00000,PLANT 14                 ,642425,     750,002,244295      ,.375  X  150  ROLL STRIPE     ,001,2/7/2017,0,750,$122.25,750,$122.25,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00002,GODFREY MARINE PLT 1     ,642477,      25,001,404374      ,LARGE PRINTED REAR HOOK CH    ,001,2/8/2017,0,25,"$4,086.90",25,"$4,086.90",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00002,GODFREY MARINE PLT 1     ,642477,      25,002,404375      ,SMALL PRINTED REAR HOOK CH    ,001,2/8/2017,0,25,"$4,086.90",25,"$4,086.90",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00002,GODFREY MARINE PLT 1     ,642477,      25,003,GM15-23068CP,REAR FADE GRAPHIC - COPPER    ,001,2/8/2017,0,25,"$1,162.18",25,"$1,162.18",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00002,GODFREY MARINE PLT 1     ,642477,      25,004,GM15-23066CP,FRONT FADE GRAPHIC - COPPER   ,001,2/8/2017,0,25,"$1,392.30",25,"$1,392.30",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00002,GODFREY MARINE PLT 1     ,642477,      25,005,GM15-23778CP,DIGITAL GRAPHIC SET- COPPER   ,001,2/8/2017,0,25,"$1,897.48",25,"$1,897.48",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00002,GODFREY MARINE PLT 1     ,642501,       5,001,GM16-24293BK,LOWER AFT/BOW ROLL STRIPE BK  ,001,2/13/2017,0,5,$406.50,5,$406.50,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00003,GODFREY MARINE PLT 2     ,642274,     200,001,GM0010086   ,1-5/8 CIRCLE WHEEL INSERT  (D),001,1/19/2017,0,200,$473.00,200,$473.00,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00003,GODFREY MARINE PLT 2     ,642396,      30,002,403663      ,"1""  ROLL STRIPE DK CHARCOAL   ",001,1/19/2017,0,30,$666.00,30,$666.00,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00003,GODFREY MARINE PLT 2     ,642396,     100,001,GM0010159   ,HURRICANE                (M)  ,001,1/19/2017,668,100,"$1,925.00",100,"$1,925.00",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00003,GODFREY MARINE PLT 2     ,642484,      25,001,GM17-28169BK,LARGE BOAT DECK SWEEP BLACK   ,001,2/9/2017,0,25,$384.08,25,$384.08,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00003,GODFREY MARINE PLT 2     ,642484,      30,003,403663      ,"1""  ROLL STRIPE DK CHARCOAL   ",001,2/9/2017,0,30,$666.00,30,$666.00,0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01487,HIGHWATER MARINE LLC     ,Mark           Brummel        ,00003,GODFREY MARINE PLT 2     ,642484,     100,002,GM0010159   ,HURRICANE                (M)  ,001,2/9/2017,668,100,"$1,925.00",100,"$1,925.00",0,$0.00,,"$20,324.27","$20,324.27",$0.00,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,641860,      10,001,PO85683012  ,LLV BULLNOSE MADE FROM 3 COLOR,001,12/1/2016,11,10,$105.20,5,$52.60,5,$52.60,11/29/2016,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,642393,      50,002,"PO3""4       ","3"" REFLECTIVE #4              ",001,1/26/2017,0,50,$29.00,50,$29.00,0,$0.00,,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,642393,     150,001,"PO3""1       ","3"" REFLECTIVE #1              ",001,1/26/2017,20,150,$87.00,150,$87.00,0,$0.00,,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,642393,     200,003,PO85683038  ,SAFETY CHECK BEFORE OPERATING ,001,1/26/2017,114,200,$42.20,200,$42.20,0,$0.00,,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,642394,      50,002,"PO3""7       ","3"" REFLECTIVE #7              ",001,1/26/2017,100,50,$29.00,50,$29.00,0,$0.00,,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,642394,     100,001,"PO3""5       ","3"" REFLECTIVE #5              ",001,1/26/2017,5,100,$58.00,100,$58.00,0,$0.00,,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01016,JASPER ENGINES           ,               House Account  ,00000,JASPER INNOVATIVE SOLUT. ,642394,     450,003,PO580-MV-1PC,"BELT LINE-5""  RED-WHITE-BLUE  ",001,1/26/2017,600,450,$549.00,450,$549.00,0,$0.00,,$899.40,$846.80,$52.60,"$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,       2,010,0267395     ,SIDE FRONT ACCENT SLASH   L1  ,001,1/23/2017,141,2,$3.76,2,$3.76,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,       3,005,0267393     ,SIDE UPPER SWEEP   DS         ,001,1/23/2017,59,3,$21.81,3,$21.81,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,       3,007,0267394     ,SIDE UPPER SWEEP   ODS        ,001,1/23/2017,58,3,$21.81,3,$21.81,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,       4,015,0267404     ,SIDE MID UPPER DIGITAL D/C  DS,001,1/23/2017,60,4,$39.68,4,$39.68,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      21,016,0267404     ,SIDE MID UPPER DIGITAL D/C  DS,001,1/23/2017,60,21,$208.32,21,$208.32,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      22,006,0267393     ,SIDE UPPER SWEEP   DS         ,001,1/23/2017,59,22,$159.94,22,$159.94,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      22,008,0267394     ,SIDE UPPER SWEEP   ODS        ,001,1/23/2017,58,22,$159.94,22,$159.94,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      23,009,0267395     ,SIDE FRONT ACCENT SLASH   L1  ,001,1/23/2017,141,23,$43.24,23,$43.24,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,001,0267379     ,SIDE MID DIGITAL SWEEP  DS    ,001,1/23/2017,58,25,$503.25,25,$503.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,002,0267380     ,SIDE MID DIGITAL SWEEP  ODS   ,001,1/23/2017,58,25,$503.25,25,$503.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,003,0267381     ,SIDE MID REAR SWEEP  DS       ,001,1/23/2017,75,25,$549.50,25,$549.50,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,004,0267382     ,SIDE MID REAR SWEEP  ODS      ,001,1/23/2017,108,25,$549.50,25,$549.50,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,011,0267396     ,SIDE MID UPPER  SLASH   L2    ,001,1/23/2017,82,25,$47.00,25,$47.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,012,0267400     ,MELBOURNE SOLID LOGO  Q       ,001,1/23/2017,47,25,$145.75,25,$145.75,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,013,0267401     ,SIDE REAR UPPER SWEEP   DS    ,001,1/23/2017,32,25,$110.00,25,$110.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,014,0267402     ,SIDE REAR UPPER SWEEP   ODS   ,001,1/23/2017,31,25,$110.00,25,$110.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,017,0267405     ,SIDE MID UPPER DIGITAL D/C  OD,001,1/23/2017,57,25,$248.00,25,$248.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,018,0282703     ,FRONT HOOD DIGITAL D/C O2     ,001,1/23/2017,27,25,$431.25,25,$431.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642242,      25,019,0282704     ,FRONT HOOD DIGITAL D/C O1     ,001,1/23/2017,86,25,$431.25,25,$431.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,       2,023,0267398     ,CAB DOOR D/C   M  ODS         ,001,1/30/2017,83,2,$4.06,2,$4.06,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,       6,021,0267397     ,CAB DOOR D/C   M  DS          ,001,1/30/2017,78,6,$12.18,6,$12.18,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,       7,006,0267385     ,SIDE REAR UPPER SWEEP  DS     ,001,1/30/2017,61,7,$50.89,7,$50.89,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,       7,008,0267386     ,SIDE REAR UPPER SWEEP  ODS    ,001,1/30/2017,61,7,$50.89,7,$50.89,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,       9,014,0267390     ,SIDE LOWER SLASH  T  ODS      ,001,1/30/2017,63,9,$14.76,9,$14.76,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      10,003,0267383     ,SIDE FRONT MID SWEEP   DS     ,001,1/30/2017,71,10,$32.40,10,$32.40,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      11,012,0267389     ,SIDE LOWER SLASH  T  DS       ,001,1/30/2017,65,11,$18.04,11,$18.04,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      12,005,0267384     ,SIDE FRONT MID SWEEP   ODS    ,001,1/30/2017,69,12,$38.88,12,$38.88,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      13,004,0267384     ,SIDE FRONT MID SWEEP   ODS    ,001,1/30/2017,69,13,$42.12,13,$42.12,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      14,013,0267389     ,SIDE LOWER SLASH  T  DS       ,001,1/30/2017,65,14,$22.96,14,$22.96,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      15,002,0267383     ,SIDE FRONT MID SWEEP   DS     ,001,1/30/2017,71,15,$48.60,15,$48.60,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      16,015,0267390     ,SIDE LOWER SLASH  T  ODS      ,001,1/30/2017,63,16,$26.24,16,$26.24,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      18,007,0267385     ,SIDE REAR UPPER SWEEP  DS     ,001,1/30/2017,61,18,$130.86,18,$130.86,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      18,009,0267386     ,SIDE REAR UPPER SWEEP  ODS    ,001,1/30/2017,61,18,$130.86,18,$130.86,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      19,020,0267397     ,CAB DOOR D/C   M  DS          ,001,1/30/2017,78,19,$38.57,19,$38.57,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      23,022,0267398     ,CAB DOOR D/C   M  ODS         ,001,1/30/2017,83,23,$46.69,23,$46.69,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,001,0239920     ,SM JAYCO DIGITAL DECAL        ,001,1/30/2017,281,25,$180.25,25,$180.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,010,0267387     ,SIDE LOWER SLASH  H  DS       ,001,1/30/2017,48,25,$443.00,25,$443.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,011,0267388     ,SIDE LOWER SLASH  H  ODS      ,001,1/30/2017,23,25,$443.00,25,$443.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,016,0267391     ,FRONT MID D/C  U  DS          ,001,1/30/2017,50,25,$17.25,25,$17.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,017,0267392     ,FRONT MID D/C  U  ODS         ,001,1/30/2017,47,25,$17.25,25,$17.25,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,019,0267396     ,SIDE MID UPPER  SLASH   L2    ,001,1/30/2017,82,25,$47.00,25,$47.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,024,0267400     ,MELBOURNE SOLID LOGO  Q       ,001,1/30/2017,47,25,$145.75,25,$145.75,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,025,0268395     ,SIDE MID UPPER  SLASH   L3    ,001,1/30/2017,55,25,$47.00,25,$47.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      25,026,0268467     ,FRONT CAP DIGITAL  BIRD   W   ,001,1/30/2017,104,25,$139.75,25,$139.75,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4150        ,642386,      50,018,0267395     ,SIDE FRONT ACCENT SLASH   L1  ,001,1/30/2017,141,50,$94.00,50,$94.00,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4216        ,642506,      10,001,0184319     ,EAGLE NAME                   J,001,2/6/2017,0,10,$396.40,10,$396.40,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4216        ,642506,      15,002,0232647     ,DOOR SIDE CC2  CAP SWEEP      ,001,2/6/2017,0,15,$89.40,15,$89.40,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4216        ,642506,      15,003,0232648     ,OFF DOOR SIDE CC2  CAP SWEEP  ,001,2/6/2017,0,15,$89.40,15,$89.40,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4216        ,642506,      15,004,0242965     ,SIDE MID LOWER DIE CUT DS   A2,001,2/6/2017,0,15,$89.10,15,$89.10,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 4216        ,642506,      15,005,0242966     ,SIDE MID LOWER DIE CUT ODS  A2,001,2/6/2017,0,15,$89.10,15,$89.10,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 7404        ,642185,       7,008,0285430     ,MID UPPER SLASH  M            ,001,1/18/2017,179,7,$20.02,7,$20.02,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 7404        ,642185,      18,009,0285430     ,MID UPPER SLASH  M            ,001,1/18/2017,179,18,$51.48,18,$51.48,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 7404        ,642185,      25,001,0242611     ,#22 STARCRAFT NAME            ,001,1/18/2017,6828,25,$34.50,25,$34.50,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
01014,"JAYCO, INC.              ",Angie          Recchio        ,00000,JAYCO - DOOR 7404        ,642185,      25,002,0285416     ,SIDE FRONT MID HOOK  F   DS   ,001,1/18/2017,72,25,$126.50,25,$126.50,0,$0.00,,"$103,324.22","$99,273.92","$14,319.68","$874,279.95","$771,364.11","$102,915.84"
